sn,name,price
1261,Banana,75.00
1262,Banana,75.00
1263,Banana,75.00
1264,Banana,75.00
1265,Banana,75.00
1266,Banana,75.00
1267,Banana,75.00
1268,Banana,75.00
1269,Banana,65.00
1270,Banana,65.00
1271,Banana,65.00
1272,Banana,65.00
1273,Banana,65.00
1274,Banana,65.00
1275,Banana,75.00
1276,Banana,65.00
1277,Banana,65.00
1278,Banana,65.00
1279,Banana,65.00
1280,Banana,65.00
1281,Banana,65.00
1282,Banana,55.00
1283,Banana,55.00
1284,Banana,65.00
1285,Banana,65.00
1286,Banana,55.00
1287,Banana,55.00
1288,Banana,65.00
1289,Banana,75.00
1290,Banana,75.00
1291,Banana,65.00
1292,Banana,65.00
1293,Banana,65.00
1294,Banana,65.00
1295,Banana,65.00
1296,Banana,65.00
1297,Banana,45.00
1298,Banana,55.00
1299,Banana,55.00
1300,Banana,55.00
1301,Banana,55.00
1302,Banana,55.00
1303,Banana,55.00
1304,Banana,45.00
1305,Banana,45.00
1306,Banana,45.00
1307,Banana,45.00
1308,Banana,45.00
1309,Banana,45.00
1310,Banana,55.00
1311,Banana,65.00
1312,Banana,65.00
1313,Banana,85.00
1314,Banana,65.00
1315,Banana,65.00
1316,Banana,65.00
1317,Banana,65.00
1318,Banana,65.00
1319,Banana,55.00
1320,Banana,55.00
1321,Banana,55.00
1322,Banana,53.00
1323,Banana,55.00
1324,Banana,53.00
1325,Banana,55.00
1326,Banana,55.00
1327,Banana,55.00
1328,Banana,55.00
1329,Banana,55.00
1330,Banana,53.00
1331,Banana,55.00
1332,Banana,55.00
1333,Banana,55.00
1334,Banana,55.00
1335,Banana,55.00
1336,Banana,53.00
1337,Banana,55.00
1338,Banana,53.00
1339,Banana,53.00
1340,Banana,55.00
1341,Banana,55.00
1342,Banana,53.00
1343,Banana,53.00
1344,Banana,53.00
1345,Banana,53.00
1346,Banana,53.00
1347,Banana,53.00
1348,Banana,53.00
1349,Banana,53.00
1350,Banana,53.00
1351,Banana,53.00
1352,Banana,53.00
1353,Banana,53.00
1354,Banana,53.00
1355,Banana,53.00
1356,Banana,53.00
1357,Banana,95.00
1358,Banana,53.00
1359,Banana,53.00
1360,Banana,55.00
